AOA,CL
4.931880108991827,0.6059714045416316
5.022706630336057,0.6261564339781327
4.65940054495913,0.6126997476871319
4.38692098092643,0.5891505466778804
4.0236148955495,0.5656013456686289
3.6603088101725696,0.5386879730866272
3.387829246139873,0.5185029436501263
3.206176203451406,0.4983179142136249
2.933696639418713,0.4781328847771235
2.6612170753860127,0.4579478553406222
2.388737511353316,0.4377628259041208
2.11625794732062,0.4175777964676199
1.843778383287919,0.3906644238856178
1.6621253405994558,0.3738435660218671
1.480472297910989,0.360386879730866
1.2079927338782888,0.3435660218671152
1.0263396911898257,0.3233809924306139
0.7084468664850121,0.2964676198486118
0.4359673024523118,0.2729184188393607
0.2089009990917318,0.2527333894028594
-0.0635785649409648,0.2359125315391086
-0.4268846503178913,0.2056349873843563
-0.6993642143505916,0.1820857863751048
-0.9718437783832884,0.151808242220353
-1.335149863760222,0.1282590412111015
-1.6984559491371485,0.0979814970563497
-2.0617620345140786,0.071068124474348
-2.515894641235242,0.0306980656013458
-2.970027247956402,-0.0063078216989067
-3.2425068119891023,-0.0332211942809084
-3.514986376021799,-0.0567703952901599
-3.787465940054496,-0.0803195962994114
-4.150772025431429,-0.1105971404541632
-4.468664850136239,-0.140874684608915
-4.7865576748410525,-0.1711522287636673
-5.149863760217986,-0.1980656013456685
-5.422343324250683,-0.2249789739276706
-5.785649409627613,-0.2518923465096718
-6.05812897366031,-0.2788057190916739
-6.376021798365123,-0.3057190916736756
-6.603088101725707,-0.3259041211101769
-6.875567665758403,-0.3528174936921782
-7.238873751135333,-0.38309503784693
-7.602179836512263,-0.4133725820016818
-7.965485921889194,-0.4436501261564345
-8.328792007266124,-0.4806560134566866
-8.60127157129882,-0.5042052144659377
-8.96457765667575,-0.5344827586206895
-9.237057220708447,-0.5580319596299415
-9.509536784741144,-0.5849453322119431
-9.782016348773844,-0.6118587047939443
-10.145322434150774,-0.6421362489486961
-10.41780199818347,-0.6656854499579481
-10.7811080835604,-0.6993271656854501
-11.326067211625794,-0.7531539108494534
-11.780199818346958,-0.7935239697224556
-12.23433242506812,-0.8338940285954584
-11.553133514986378,-0.7733389402859547
-11.0535876475931,-0.7262405382674517
-12.052679382379656,-0.8170731707317076
-12.461398728428705,-0.8540790580319602
-12.824704813805631,-0.8843566021867115
-13.051771117166211,-0.9112699747687132
-13.415077202543143,-0.941547518923465
-13.778383287920072,-0.9785534062237172
-13.960036330608538,-1.002102607232969
-14.232515894641235,-1.0256518082422206
-14.504995458673932,-1.055929352396972
-14.77747502270663,-1.0828427249789745
-14.959128065395095,-1.1063919259882256
-14.91371480472298,-1.1198486122792266
-14.6866485013624,-1.1063919259882256
-14.368755676657583,-1.079478553406224
-14.05086285195277,-1.0592935239697223
-13.778383287920072,-1.0391084945332216
-13.551316984559492,-1.02228763666947
-13.324250681198912,-1.0054667788057192
-13.142597638510445,-0.988645920941968
-12.870118074477748,-0.9684608915054672
-12.688465031789285,-0.951640033641716
-12.461398728428705,-0.931455004205215
-12.23433242506812,-0.917998317914214
-12.00726612170754,-0.9011774600504624
-11.780199818346958,-0.8843566021867115
-11.50772025431426,-0.8608074011774605
-11.28065395095368,-0.8439865433137093
-11.099000908265213,-0.8271656854499576
-10.871934604904633,-0.8069806560134567
-10.64486830154405,-0.7867956265769553
-10.41780199818347,-0.7666105971404544
-10.145322434150774,-0.7464255677039535
-9.872842870118074,-0.7262405382674517
-9.600363306085375,-0.6993271656854501
-9.282470481380564,-0.6757779646761981
-9.05540417801998,-0.6589571068124478
-8.782924613987287,-0.6354079058031963
-8.555858310626704,-0.6118587047939443
-8.328792007266124,-0.5984020185029442
-8.056312443233423,-0.5748528174936922
-7.693006357856493,-0.5445752733389404
-7.465940054495913,-0.5210260723296893
-7.102633969118983,-0.4907485281749366
-6.830154405086287,-0.4671993271656856
-6.603088101725707,-0.4470142977291846
-6.42143505903724,-0.4301934398654334
-6.194368755676656,-0.4100084104289321
-5.83106267029973,-0.3864592094196806
-5.422343324250683,-0.3561816652649288
-5.1044504995458695,-0.3259041211101769
-4.831970935513173,-0.3023549201009254
-4.559491371480473,-0.2754415475189233
-4.287011807447776,-0.2552565180824224
-4.014532243415079,-0.2249789739276706
-3.560399636693916,-0.187973086627418
-3.787465940054496,-0.2047939444911692
-3.333333333333336,-0.1677880571909167
-3.0154405086285188,-0.140874684608915
-2.6975476839237054,-0.117325483599664
-2.4704813805631254,-0.0937762825904124
-2.243415077202542,-0.0735912531539111
-1.9709355131698447,-0.0500420521446596
-1.789282470481382,-0.0298570227081582
-1.5168029064486852,-0.0096719932716569
-1.2897366030881017,0.0105130361648444
-1.0626702997275217,0.0340622371740955
-0.8356039963669417,0.0508830950378467
-0.563124432334245,0.0777964676198483
-0.3360581289736615,0.0946173254835995
-0.1544050862851946,0.1114381833473503
0.3451407811080855,0.1551724137931032
0.5267938237965488,0.1787216148023547
0.118074477747502,0.1349873843566018
0.7538601271571288,0.1955424726661059
1.0263396911898257,0.2224558452481075
1.2534059945504057,0.2426408746846085
1.480472297910989,0.2628259041211098
1.6621253405994558,0.279646761984861
1.889191643960036,0.3031959629941125
2.11625794732062,0.3233809924306139
2.2979109900090826,0.3402018502943646
2.5249772933696626,0.3570227081581159
2.7520435967302426,0.3805719091673674
3.024523160762943,0.4041211101766189
3.4332425068119896,0.4478553406223713
3.251589464123523,0.4243061396131202
3.7511353315168,0.4781328847771235
4.0236148955495,0.5016820857863746
4.205267938237967,0.5252312867956266
4.523160762942776,0.5521446593776282
